rank,interval_id,site_id,profile_id,date_start,date_end,reconstruction_error,anomaly_threshold,is_autoencoder_anomaly,anomaly_note_ru
13,nizhniy_balykley_profile_53_2015-07-14_2016-05-26,nizhniy_balykley,nizhniy_balykley_profile_53,2015-07-14,2016-05-26,0.05445471362562449,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
14,nizhniy_balykley_profile_52_2015-07-14_2016-05-26,nizhniy_balykley,nizhniy_balykley_profile_52,2015-07-14,2016-05-26,0.05445471362562449,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
15,urakov_bugor_profile_3_1995-07-22_1997-08-16,urakov_bugor,urakov_bugor_profile_3,1995-07-22,1997-08-16,0.050979039800393415,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
16,novonikolskoe_profile_49_1999-09-01_2006-09-26,novonikolskoe,novonikolskoe_profile_49,1999-09-01,2006-09-26,0.04409432858335812,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
17,novonikolskoe_profile_51_1999-09-01_2006-09-26,novonikolskoe,novonikolskoe_profile_51,1999-09-01,2006-09-26,0.04409432858335812,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
18,nizhniy_balykley_profile_54_2016-05-26_2021-07-08,nizhniy_balykley,nizhniy_balykley_profile_54,2016-05-26,2021-07-08,0.043460681632088806,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
19,nizhniy_balykley_profile_53_2016-05-26_2021-07-08,nizhniy_balykley,nizhniy_balykley_profile_53,2016-05-26,2021-07-08,0.043460681632088806,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
20,nizhniy_urakov_profile_1_1989-08-07_1993-05-27,nizhniy_urakov,nizhniy_urakov_profile_1,1989-08-07,1993-05-27,0.04327286897737097,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
21,nizhniy_urakov_profile_3_1989-08-07_1993-05-27,nizhniy_urakov,nizhniy_urakov_profile_3,1989-08-07,1993-05-27,0.04327286897737097,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
22,nizhniy_urakov_profile_2_1989-08-07_1993-05-27,nizhniy_urakov,nizhniy_urakov_profile_2,1989-08-07,1993-05-27,0.04327286897737097,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
23,novonikolskoe_profile_49_1991-10-17_1999-09-01,novonikolskoe,novonikolskoe_profile_49,1991-10-17,1999-09-01,0.04289625500030361,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
24,pichuga_yuzhny_profile_4_2015-07-13_2016-09-14,pichuga_yuzhny,pichuga_yuzhny_profile_4,2015-07-13,2016-09-14,0.04093760260497236,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
25,pichuga_yuzhny_profile_6_2015-07-13_2016-09-14,pichuga_yuzhny,pichuga_yuzhny_profile_6,2015-07-13,2016-09-14,0.04093760260497236,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
26,pichuga_yuzhny_profile_5_2015-07-13_2016-09-14,pichuga_yuzhny,pichuga_yuzhny_profile_5,2015-07-13,2016-09-14,0.04093760260497236,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
27,nizhniy_balykley_profile_54_1986-10-30_1991-10-17,nizhniy_balykley,nizhniy_balykley_profile_54,1986-10-30,1991-10-17,0.040642814109207934,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
28,nizhniy_balykley_profile_52_1986-10-30_1991-10-17,nizhniy_balykley,nizhniy_balykley_profile_52,1986-10-30,1991-10-17,0.040642814109207934,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
29,nizhniy_balykley_profile_53_1986-10-30_1991-10-17,nizhniy_balykley,nizhniy_balykley_profile_53,1986-10-30,1991-10-17,0.040642814109207934,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
30,molchanovka_profile_57_2015-07-15_2016-05-25,molchanovka,molchanovka_profile_57,2015-07-15,2016-05-25,0.040229497511309054,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
31,molchanovka_profile_58_2015-07-15_2016-05-25,molchanovka,molchanovka_profile_58,2015-07-15,2016-05-25,0.040229497511309054,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
32,molchanovka_profile_59_2015-07-15_2016-05-25,molchanovka,molchanovka_profile_59,2015-07-15,2016-05-25,0.040229497511309054,0.0396099775575184,True,Строка имеет высокую ошибку восстановления автоэнкодера и требует предметной проверки; это не является автоматическим доказательством ошибки в данных.
33,pichuga_yuzhny_profile_6_1988-09-13_1990-03-01,pichuga_yuzhny,pichuga_yuzhny_profile_6,1988-09-13,1990-03-01,0.039577371244161025,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
34,pichuga_yuzhny_profile_5_1988-09-13_1990-03-01,pichuga_yuzhny,pichuga_yuzhny_profile_5,1988-09-13,1990-03-01,0.039577371244161025,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
35,nizhniy_balykley_profile_54_2000-07-07_2001-07-07,nizhniy_balykley,nizhniy_balykley_profile_54,2000-07-07,2001-07-07,0.03838919712490055,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
36,nizhniy_balykley_profile_52_2000-07-07_2005-10-11,nizhniy_balykley,nizhniy_balykley_profile_52,2000-07-07,2005-10-11,0.03788529683672114,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
37,nizhniy_balykley_profile_53_2000-07-07_2005-10-11,nizhniy_balykley,nizhniy_balykley_profile_53,2000-07-07,2005-10-11,0.03788529683672114,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
38,molchanovka_profile_57_1989-05-21_1994-10-24,molchanovka,molchanovka_profile_57,1989-05-21,1994-10-24,0.03785137492191272,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
39,molchanovka_profile_58_1989-05-21_1994-10-24,molchanovka,molchanovka_profile_58,1989-05-21,1994-10-24,0.03785137492191272,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
40,molchanovka_profile_59_1989-05-21_1994-10-24,molchanovka,molchanovka_profile_59,1989-05-21,1994-10-24,0.03785137492191272,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
41,nizhniy_balykley_profile_54_1995-07-18_1999-07-02,nizhniy_balykley,nizhniy_balykley_profile_54,1995-07-18,1999-07-02,0.03501415834498939,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
42,nizhniy_balykley_profile_52_1995-07-18_1999-07-02,nizhniy_balykley,nizhniy_balykley_profile_52,1995-07-18,1999-07-02,0.03501415834498939,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
43,nizhniy_balykley_profile_53_1995-07-18_1999-07-02,nizhniy_balykley,nizhniy_balykley_profile_53,1995-07-18,1999-07-02,0.03501415834498939,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
44,novonikolskoe_profile_51_1995-07-15_1999-09-01,novonikolskoe,novonikolskoe_profile_51,1995-07-15,1999-09-01,0.033939644274423204,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
45,nizhniy_balykley_profile_54_2022-10-12_2024-07-16,nizhniy_balykley,nizhniy_balykley_profile_54,2022-10-12,2024-07-16,0.03350898377263245,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
46,nizhniy_balykley_profile_53_2022-10-12_2024-07-16,nizhniy_balykley,nizhniy_balykley_profile_53,2022-10-12,2024-07-16,0.03350898377263245,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
47,nizhniy_balykley_profile_52_2009-07-17_2010-07-22,nizhniy_balykley,nizhniy_balykley_profile_52,2009-07-17,2010-07-22,0.03349283101458536,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
48,nizhniy_balykley_profile_54_2009-07-17_2010-07-22,nizhniy_balykley,nizhniy_balykley_profile_54,2009-07-17,2010-07-22,0.03349283101458536,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
49,nizhniy_balykley_profile_53_2009-07-17_2010-07-22,nizhniy_balykley,nizhniy_balykley_profile_53,2009-07-17,2010-07-22,0.03349283101458536,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
50,nizhniy_balykley_profile_54_2021-07-08_2022-10-12,nizhniy_balykley,nizhniy_balykley_profile_54,2021-07-08,2022-10-12,0.033030814186949205,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
51,nizhniy_balykley_profile_53_2021-07-08_2022-10-12,nizhniy_balykley,nizhniy_balykley_profile_53,2021-07-08,2022-10-12,0.033030814186949205,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
52,nizhniy_balykley_profile_53_2013-07-12_2015-07-14,nizhniy_balykley,nizhniy_balykley_profile_53,2013-07-12,2015-07-14,0.03287767961674014,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
53,nizhniy_balykley_profile_54_2013-07-12_2015-07-14,nizhniy_balykley,nizhniy_balykley_profile_54,2013-07-12,2015-07-14,0.03287767961674014,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
54,nizhniy_balykley_profile_52_2013-07-12_2015-07-14,nizhniy_balykley,nizhniy_balykley_profile_52,2013-07-12,2015-07-14,0.03287767961674014,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
55,nizhniy_balykley_profile_53_1999-07-02_2000-07-07,nizhniy_balykley,nizhniy_balykley_profile_53,1999-07-02,2000-07-07,0.032863400766644346,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
56,nizhniy_balykley_profile_54_1999-07-02_2000-07-07,nizhniy_balykley,nizhniy_balykley_profile_54,1999-07-02,2000-07-07,0.032863400766644346,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
57,nizhniy_balykley_profile_52_1999-07-02_2000-07-07,nizhniy_balykley,nizhniy_balykley_profile_52,1999-07-02,2000-07-07,0.032863400766644346,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
58,nizhniy_balykley_profile_52_1991-10-17_1995-07-18,nizhniy_balykley,nizhniy_balykley_profile_52,1991-10-17,1995-07-18,0.031573867192686005,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
59,nizhniy_balykley_profile_54_1991-10-17_1995-07-18,nizhniy_balykley,nizhniy_balykley_profile_54,1991-10-17,1995-07-18,0.031573867192686005,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
60,nizhniy_balykley_profile_53_1991-10-17_1995-07-18,nizhniy_balykley,nizhniy_balykley_profile_53,1991-10-17,1995-07-18,0.031573867192686005,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
61,nizhniy_balykley_profile_53_1958-09-28_1960-10-22,nizhniy_balykley,nizhniy_balykley_profile_53,1958-09-28,1960-10-22,0.03153957199221889,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
62,nizhniy_balykley_profile_54_1958-09-28_1960-10-22,nizhniy_balykley,nizhniy_balykley_profile_54,1958-09-28,1960-10-22,0.03153957199221889,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
63,nizhniy_balykley_profile_52_1958-09-28_1960-10-22,nizhniy_balykley,nizhniy_balykley_profile_52,1958-09-28,1960-10-22,0.03153957199221889,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
64,nizhniy_balykley_profile_54_2001-07-07_2005-10-11,nizhniy_balykley,nizhniy_balykley_profile_54,2001-07-07,2005-10-11,0.03149812580956266,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
65,nizhniy_balykley_profile_52_1960-10-22_1965-07-27,nizhniy_balykley,nizhniy_balykley_profile_52,1960-10-22,1965-07-27,0.03048602970886008,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
66,nizhniy_balykley_profile_53_1960-10-22_1965-07-27,nizhniy_balykley,nizhniy_balykley_profile_53,1960-10-22,1965-07-27,0.03048602970886008,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
67,nizhniy_balykley_profile_54_1960-10-22_1965-07-27,nizhniy_balykley,nizhniy_balykley_profile_54,1960-10-22,1965-07-27,0.03048602970886008,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
68,nizhniy_balykley_profile_54_2005-10-11_2006-07-19,nizhniy_balykley,nizhniy_balykley_profile_54,2005-10-11,2006-07-19,0.030444343388041577,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
69,nizhniy_balykley_profile_53_2005-10-11_2006-07-19,nizhniy_balykley,nizhniy_balykley_profile_53,2005-10-11,2006-07-19,0.030444343388041577,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
70,nizhniy_balykley_profile_52_2005-10-11_2006-07-19,nizhniy_balykley,nizhniy_balykley_profile_52,2005-10-11,2006-07-19,0.030444343388041577,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
71,nizhniy_balykley_profile_54_1965-07-27_1970-07-15,nizhniy_balykley,nizhniy_balykley_profile_54,1965-07-27,1970-07-15,0.029632297546656475,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
72,nizhniy_balykley_profile_52_1965-07-27_1970-07-15,nizhniy_balykley,nizhniy_balykley_profile_52,1965-07-27,1970-07-15,0.029632297546656475,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
73,nizhniy_balykley_profile_53_1965-07-27_1970-07-15,nizhniy_balykley,nizhniy_balykley_profile_53,1965-07-27,1970-07-15,0.029632297546656475,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
74,molchanovka_profile_58_2016-09-17_2019-08-14,molchanovka,molchanovka_profile_58,2016-09-17,2019-08-14,0.02919226870289196,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
75,molchanovka_profile_57_2016-09-17_2019-08-14,molchanovka,molchanovka_profile_57,2016-09-17,2019-08-14,0.02919226870289196,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
76,molchanovka_profile_59_2016-09-17_2019-08-14,molchanovka,molchanovka_profile_59,2016-09-17,2019-08-14,0.02919226870289196,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
77,nizhniy_balykley_profile_53_1970-07-15_1974-07-17,nizhniy_balykley,nizhniy_balykley_profile_53,1970-07-15,1974-07-17,0.029057024087111978,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
78,nizhniy_balykley_profile_54_1970-07-15_1974-07-17,nizhniy_balykley,nizhniy_balykley_profile_54,1970-07-15,1974-07-17,0.029057024087111978,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
79,nizhniy_balykley_profile_52_1970-07-15_1974-07-17,nizhniy_balykley,nizhniy_balykley_profile_52,1970-07-15,1974-07-17,0.029057024087111978,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
80,nizhniy_balykley_profile_54_1974-07-17_1980-11-13,nizhniy_balykley,nizhniy_balykley_profile_54,1974-07-17,1980-11-13,0.02899809129381595,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
81,nizhniy_balykley_profile_52_1974-07-17_1980-11-13,nizhniy_balykley,nizhniy_balykley_profile_52,1974-07-17,1980-11-13,0.02899809129381595,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
82,nizhniy_balykley_profile_53_1974-07-17_1980-11-13,nizhniy_balykley,nizhniy_balykley_profile_53,1974-07-17,1980-11-13,0.02899809129381595,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
83,pichuga_yuzhny_profile_5_2016-09-14_2017-06-19,pichuga_yuzhny,pichuga_yuzhny_profile_5,2016-09-14,2017-06-19,0.028927446510835536,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
84,pichuga_yuzhny_profile_4_2016-09-14_2017-06-19,pichuga_yuzhny,pichuga_yuzhny_profile_4,2016-09-14,2017-06-19,0.028927446510835536,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
85,berezhnovka_profile_62_1994-10-21_2000-07-13,berezhnovka,berezhnovka_profile_62,1994-10-21,2000-07-13,0.028890421508498992,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
86,berezhnovka_profile_60_1994-10-21_2000-07-13,berezhnovka,berezhnovka_profile_60,1994-10-21,2000-07-13,0.028890421508498992,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
87,berezhnovka_profile_61_1994-10-21_2000-07-13,berezhnovka,berezhnovka_profile_61,1994-10-21,2000-07-13,0.028890421508498992,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
88,nizhniy_balykley_profile_54_2006-10-03_2009-07-17,nizhniy_balykley,nizhniy_balykley_profile_54,2006-10-03,2009-07-17,0.02880812444923125,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
89,nizhniy_balykley_profile_52_2006-10-03_2009-07-17,nizhniy_balykley,nizhniy_balykley_profile_52,2006-10-03,2009-07-17,0.02880812444923125,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
90,nizhniy_balykley_profile_53_2006-10-03_2009-07-17,nizhniy_balykley,nizhniy_balykley_profile_53,2006-10-03,2009-07-17,0.02880812444923125,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
91,nizhniy_balykley_profile_54_2011-09-13_2013-07-12,nizhniy_balykley,nizhniy_balykley_profile_54,2011-09-13,2013-07-12,0.028661163156255918,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
92,nizhniy_balykley_profile_53_2011-09-13_2013-07-12,nizhniy_balykley,nizhniy_balykley_profile_53,2011-09-13,2013-07-12,0.028661163156255918,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
93,molchanovka_profile_59_2014-07-11_2015-07-15,molchanovka,molchanovka_profile_59,2014-07-11,2015-07-15,0.028385461105844452,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
94,molchanovka_profile_58_2014-07-11_2015-07-15,molchanovka,molchanovka_profile_58,2014-07-11,2015-07-15,0.028385461105844452,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
95,molchanovka_profile_57_2014-07-11_2015-07-15,molchanovka,molchanovka_profile_57,2014-07-11,2015-07-15,0.028385461105844452,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
96,novonikolskoe_profile_49_1980-11-03_1986-10-31,novonikolskoe,novonikolskoe_profile_49,1980-11-03,1986-10-31,0.028359033745417834,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
97,novonikolskoe_profile_50_1980-11-03_1986-10-31,novonikolskoe,novonikolskoe_profile_50,1980-11-03,1986-10-31,0.028359033745417834,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
98,novonikolskoe_profile_51_1980-11-03_1986-10-31,novonikolskoe,novonikolskoe_profile_51,1980-11-03,1986-10-31,0.028359033745417834,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
99,nizhniy_balykley_profile_52_2012-09-25_2013-07-12,nizhniy_balykley,nizhniy_balykley_profile_52,2012-09-25,2013-07-12,0.02696135124855498,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
100,pichuga_yuzhny_profile_6_2011-09-16_2015-07-13,pichuga_yuzhny,pichuga_yuzhny_profile_6,2011-09-16,2015-07-13,0.026194375413811994,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
101,nizhniy_balykley_profile_54_1980-11-13_1986-10-30,nizhniy_balykley,nizhniy_balykley_profile_54,1980-11-13,1986-10-30,0.02596001866733798,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
102,nizhniy_balykley_profile_52_1980-11-13_1986-10-30,nizhniy_balykley,nizhniy_balykley_profile_52,1980-11-13,1986-10-30,0.02596001866733798,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
103,nizhniy_balykley_profile_53_1980-11-13_1986-10-30,nizhniy_balykley,nizhniy_balykley_profile_53,1980-11-13,1986-10-30,0.02596001866733798,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
104,nizhniy_balykley_profile_52_2011-09-13_2012-09-25,nizhniy_balykley,nizhniy_balykley_profile_52,2011-09-13,2012-09-25,0.025114897071023316,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
105,urakov_bugor_profile_1_1995-07-22_1999-07-08,urakov_bugor,urakov_bugor_profile_1,1995-07-22,1999-07-08,0.025054532943919922,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
106,urakov_bugor_profile_2_1995-07-22_1999-07-08,urakov_bugor,urakov_bugor_profile_2,1995-07-22,1999-07-08,0.025054532943919922,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
107,nizhniy_balykley_profile_53_2010-07-22_2011-09-13,nizhniy_balykley,nizhniy_balykley_profile_53,2010-07-22,2011-09-13,0.024790682663155598,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
108,nizhniy_balykley_profile_54_2010-07-22_2011-09-13,nizhniy_balykley,nizhniy_balykley_profile_54,2010-07-22,2011-09-13,0.024790682663155598,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
109,nizhniy_balykley_profile_52_2010-07-22_2011-09-13,nizhniy_balykley,nizhniy_balykley_profile_52,2010-07-22,2011-09-13,0.024790682663155598,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
110,pichuga_yuzhny_profile_6_2016-09-14_2019-10-07,pichuga_yuzhny,pichuga_yuzhny_profile_6,2016-09-14,2019-10-07,0.024632924838646535,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
111,burty_profile_2_2015-07-14_2016-10-13,burty,burty_profile_2,2015-07-14,2016-10-13,0.02444394419614055,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
112,burty_profile_1_2015-07-14_2016-10-13,burty,burty_profile_1,2015-07-14,2016-10-13,0.02444394419614055,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
113,proleyskiy_profile_2_2015-07-13_2016-09-15,proleyskiy,proleyskiy_profile_2,2015-07-13,2016-09-15,0.024386446658601207,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
114,proleyskiy_profile_3_2015-07-13_2016-09-15,proleyskiy,proleyskiy_profile_3,2015-07-13,2016-09-15,0.024386446658601207,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
115,nizhniy_balykley_profile_52_2006-07-19_2006-10-03,nizhniy_balykley,nizhniy_balykley_profile_52,2006-07-19,2006-10-03,0.024137863798361064,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
116,nizhniy_balykley_profile_53_2006-07-19_2006-10-03,nizhniy_balykley,nizhniy_balykley_profile_53,2006-07-19,2006-10-03,0.024137863798361064,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
117,nizhniy_balykley_profile_54_2006-07-19_2006-10-03,nizhniy_balykley,nizhniy_balykley_profile_54,2006-07-19,2006-10-03,0.024137863798361064,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
118,novonikolskoe_profile_50_2013-07-03_2016-02-20,novonikolskoe,novonikolskoe_profile_50,2013-07-03,2016-02-20,0.023842703233857124,0.0396099775575184,False,Ошибка восстановления ниже выбранного порога.
