site_id,site_name,profile_id_a,profile_id_b,n_overlap,pearson_rate,spearman_rate,overlap_caution_flag,mean_rate_a,mean_rate_b,std_rate_a,std_rate_b,same_sign_share,opposite_sign_share,zero_or_near_zero_share,duplicate_conflict_context_any,short_note,correlation_basis,interpretation_note
nizhniy_urakov,Нижний Ураков,nizhniy_urakov_profile_3,nizhniy_urakov_profile_4,13,0.2201830089994909,0.1868131868131868,adequate_overlap,-0.36585871636849865,-1.1095931366975906,0.3716932580806848,1.1729248689195872,0.6153846153846154,0.0,0.38461538461538464,False,mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
novonikolskoe,Новоникольское,novonikolskoe_profile_49,novonikolskoe_profile_50,11,0.9987384204101324,0.8000000000000002,adequate_overlap,-8.388928938563602,-9.726162639988763,12.98504895155603,17.733786147872866,1.0,0.0,0.0,False,mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
novonikolskoe,Новоникольское,novonikolskoe_profile_49,novonikolskoe_profile_51,14,0.997781490146655,0.8021978021978022,adequate_overlap,-7.695821736050431,-9.725067719549275,11.473438526287717,18.337707271871736,1.0,0.0,0.0,False,mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
novonikolskoe,Новоникольское,novonikolskoe_profile_50,novonikolskoe_profile_51,16,0.9981259703286489,0.911764705882353,adequate_overlap,-7.8739521897519005,-8.57071099632935,14.781606003938165,17.301023035781103,1.0,0.0,0.0,False,mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
pichuga_yuzhny,Пичуга-Южный,pichuga_yuzhny_profile_4,pichuga_yuzhny_profile_5,8,0.036210441480307415,0.6190476190476191,limited_overlap,-0.43104007786525533,-0.1906567158432187,0.5309577356707756,0.23973520601607917,0.5,0.0,0.5,False,low_overlap_read_with_caution; many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
pichuga_yuzhny,Пичуга-Южный,pichuga_yuzhny_profile_4,pichuga_yuzhny_profile_6,4,0.3823273168233967,0.19999999999999998,limited_overlap,-0.5978908293570493,0.14945279285446755,0.7487945738023348,1.3360731561053003,0.75,0.0,0.25,False,low_overlap_read_with_caution; mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
pichuga_yuzhny,Пичуга-Южный,pichuga_yuzhny_profile_5,pichuga_yuzhny_profile_6,8,0.7073351653686534,0.8095238095238096,limited_overlap,-0.23722113286672333,-0.09211355700123233,0.2350107852325909,0.9469470714422783,0.625,0.0,0.375,False,low_overlap_read_with_caution; mostly_same_direction,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
proleyskiy,Пролейский,proleyskiy_profile_1,proleyskiy_profile_2,15,0.14705522146636787,0.40035762188636353,adequate_overlap,0.11226234277382478,-1.7132866817796946,6.448681963637025,1.8978469331464742,0.4666666666666667,0.06666666666666667,0.4666666666666667,False,many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
proleyskiy,Пролейский,proleyskiy_profile_1,proleyskiy_profile_3,13,0.05120914265380566,0.37138962231949246,adequate_overlap,0.17840788148211523,-2.956454346465603,6.961649585243607,6.406642953497401,0.38461538461538464,0.07692307692307693,0.5384615384615384,False,many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
proleyskiy,Пролейский,proleyskiy_profile_2,proleyskiy_profile_3,22,0.7943326909286283,0.7594579333709771,adequate_overlap,-1.1232384460183698,-1.9431578800709592,1.708547253356869,5.029004897064921,0.5454545454545454,0.045454545454545456,0.4090909090909091,False,many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
urakov_bugor,Ураков Бугор,urakov_bugor_profile_1,urakov_bugor_profile_2,19,-0.16467052182391415,0.2035980889286078,adequate_overlap,0.009801371198550585,-0.08609462605383997,0.28448729107147114,0.23077629511210954,0.15789473684210525,0.05263157894736842,0.7894736842105263,True,conflict_context_read_with_caution; many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
urakov_bugor,Ураков Бугор,urakov_bugor_profile_1,urakov_bugor_profile_3,9,-0.0004439860125358898,0.25,limited_overlap,-0.0659169480479613,-0.06769126554946829,0.2724644109227047,0.32338945664190616,0.1111111111111111,0.0,0.8888888888888888,True,low_overlap_read_with_caution; conflict_context_read_with_caution; many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
urakov_bugor,Ураков Бугор,urakov_bugor_profile_2,urakov_bugor_profile_3,11,-0.033096677018365106,0.15454545454545454,adequate_overlap,-0.12266809467171752,0.014677589476907216,0.2664353028055637,0.3706139825508394,0.09090909090909091,0.09090909090909091,0.8181818181818182,True,conflict_context_read_with_caution; many_zero_or_near_zero_intervals,within_site_only; exact_date_start_date_end_match_only; no_imputation; signed_retreat_rate_m_per_year; pearson_linear; spearman_monotonic; interpret_with_n_overlap,Negative coefficients indicate opposite signed behavior in the adopted profile convention; read with extra caution when overlap is small or duplicate-conflict context is present.
