interval_id,site_id,profile_id,date_start,date_end,days_between,years_between,brow_pos_start_m,brow_pos_end_m,retreat_m,retreat_rate_m_per_year,retreat_abs_m,retreat_rate_abs_m_per_year,n_raw_points_used,calc_method,qc_flag,qc_note,site_name,shore_type,shore_orientation_text,shore_orientation_deg,exposure_sectors_text,lithology_text,lithology_class,notes,source_file,source_sheet,profile_num,profile_name,sheet_name_raw,start_date,end_date,n_observations,source_file_profile,in_project_scope,scope_status,scope_note,n_wind_obs,mean_wind_speed_ms,max_wind_speed_ms,coverage_wind,n_water_obs,mean_level,max_level,min_level,range_level,coverage_water,water_variable_is_ambiguous,qc_flag_analysis,qc_note_analysis
burty_profile_2_2012-09-25_2013-07-12,burty,burty_profile_2,2012-09-25,2013-07-12,290,0.7939767282683093,48.22,47.34,-0.8799999999999955,-1.1083448275862011,0.8799999999999955,1.1083448275862011,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.690000000000001,14.755,14.625,0.13000000000000078,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_2_2013-07-12_2014-07-09,burty,burty_profile_2,2013-07-12,2014-07-09,362,0.9911019849418208,47.34,44.86,-2.480000000000004,-2.5022651933701696,2.480000000000004,2.5022651933701696,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.6375,14.755,14.52,0.2350000000000012,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_2_2014-07-09_2015-07-14,burty,burty_profile_2,2014-07-09,2015-07-14,370,1.0130047912388775,44.86,44.42,-0.4399999999999977,-0.434351351351349,0.4399999999999977,0.434351351351349,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.535,14.55,14.52,0.030000000000001137,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_2_2015-07-14_2016-10-13,burty,burty_profile_2,2015-07-14,2016-10-13,457,1.2511978097193703,44.42,43.63,-0.7899999999999991,-0.6313949671772422,0.7899999999999991,0.6313949671772422,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.6675,14.785,14.55,0.23499999999999943,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_2_2016-10-13_2017-06-20,burty,burty_profile_2,2016-10-13,2017-06-20,250,0.6844626967830253,43.63,41.41,-2.220000000000006,-3.243420000000009,2.220000000000006,3.243420000000009,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.782499999999999,14.785,14.78,0.005000000000000782,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_2_2017-06-20_2019-10-08,burty,burty_profile_2,2017-06-20,2019-10-08,840,2.299794661190965,41.41,40.38,-1.029999999999994,-0.4478660714285689,1.029999999999994,0.4478660714285689,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.71,14.78,14.64,0.1399999999999988,0.6666666666666666,True,LOW_COVERAGE_WIND;LOW_COVERAGE_WATER;AMBIGUOUS_WATER_VARIABLE,"No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water coverage is 0.67, below the 0.8 threshold. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy."
burty_profile_2_2019-10-08_2020-08-18,burty,burty_profile_2,2019-10-08,2020-08-18,315,0.8624229979466119,40.38,39.12,-1.2600000000000051,-1.4610000000000058,1.2600000000000051,1.4610000000000058,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,0,,,,,0.0,False,LOW_COVERAGE_WIND;LOW_COVERAGE_WATER,"No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water coverage is 0.00, below the 0.8 threshold."
burty_profile_2_2020-08-18_2022-08-04,burty,burty_profile_2,2020-08-18,2022-08-04,716,1.9603011635865848,39.12,38.14,-0.9799999999999968,-0.4999231843575403,0.9799999999999968,0.4999231843575403,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,14.0,,,0.009762900976290097,0,,,,,0.0,False,LOW_COVERAGE_WIND;LOW_COVERAGE_WATER,"Wind coverage is 0.01, below the 0.8 threshold; interval summaries should be treated as screening-only. Water coverage is 0.00, below the 0.8 threshold."
burty_profile_2_2022-08-04_2023-08-15,burty,burty_profile_2,2022-08-04,2023-08-15,376,1.0294318959616702,38.14,37.12,-1.0200000000000031,-0.9908377659574498,1.0200000000000031,0.9908377659574498,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,2.0,ПРОФИЛЬ № 2,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,0,,,,,0.0,False,LOW_COVERAGE_WIND;LOW_COVERAGE_WATER,"No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water coverage is 0.00, below the 0.8 threshold."
burty_profile_3_1987-06-30_1990-05-28,burty,burty_profile_3,1987-06-30,1990-05-28,1063,2.910335386721424,76.2,72.74000000000001,-3.4599999999999937,-1.1888664158043252,3.4599999999999937,1.1888664158043252,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,4,14.54625,14.795,14.335,0.4599999999999991,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_1990-05-28_1995-07-19,burty,burty_profile_3,1990-05-28,1995-07-19,1878,5.141683778234087,72.74000000000001,63.370000000000005,-9.370000000000005,-1.8223602236421728,9.370000000000005,1.8223602236421728,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,6,14.7125,14.795,14.635000000000002,0.15999999999999837,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_1995-07-19_2000-07-15,burty,burty_profile_3,1995-07-19,2000-07-15,1823,4.991101984941821,63.370000000000005,57.77,-5.600000000000001,-1.1219967087218872,5.600000000000001,1.1219967087218872,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,6,14.674166666666666,14.75,14.525,0.22499999999999964,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2000-07-15_2001-07-10,burty,burty_profile_3,2000-07-15,2001-07-10,360,0.9856262833675564,57.77,56.150000000000006,-1.6199999999999974,-1.6436249999999974,1.6199999999999974,1.6436249999999974,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.8225,14.895,14.75,0.14499999999999957,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2001-07-10_2003-07-17,burty,burty_profile_3,2001-07-10,2003-07-17,737,2.0177960301163584,56.150000000000006,53.4,-2.750000000000007,-1.3628731343283618,2.750000000000007,1.3628731343283618,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,3,14.87,14.895,14.825,0.07000000000000028,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2003-07-17_2004-07-21,burty,burty_profile_3,2003-07-17,2004-07-21,370,1.0130047912388775,53.4,51.28,-2.119999999999997,-2.0927837837837813,2.119999999999997,2.0927837837837813,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.8475,14.89,14.805,0.08500000000000085,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2004-07-21_2005-07-18,burty,burty_profile_3,2004-07-21,2005-07-18,362,0.9911019849418208,51.28,50.92,-0.3599999999999994,-0.3632320441988944,0.3599999999999994,0.3632320441988944,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.8675,14.93,14.805,0.125,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2005-07-18_2006-07-28,burty,burty_profile_3,2005-07-18,2006-07-28,375,1.026694045174538,50.92,49.33,-1.5900000000000034,-1.5486600000000037,1.5900000000000034,1.5486600000000037,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.870000000000001,14.93,14.81,0.11999999999999922,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2006-07-28_2006-10-02,burty,burty_profile_3,2006-07-28,2006-10-02,66,0.1806981519507187,49.33,49.37,0.0399999999999991,0.2213636363636316,0.0399999999999991,0.2213636363636316,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,1,14.81,14.81,14.81,0.0,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2006-10-02_2008-11-22,burty,burty_profile_3,2006-10-02,2008-11-22,782,2.1409993155373037,49.37,46.57,-2.799999999999997,-1.30780051150895,2.799999999999997,1.30780051150895,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,3,14.776666666666666,14.81,14.73,0.08000000000000007,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2008-11-22_2009-07-17,burty,burty_profile_3,2008-11-22,2009-07-17,237,0.648870636550308,46.57,46.6,0.0300000000000011,0.0462341772151916,0.0300000000000011,0.0462341772151916,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.717500000000001,14.73,14.705,0.025000000000000355,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2009-07-17_2009-10-01,burty,burty_profile_3,2009-07-17,2009-10-01,76,0.2080766598220397,46.6,46.0,-0.6000000000000014,-2.883552631578954,0.6000000000000014,2.883552631578954,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,1,14.705,14.705,14.705,0.0,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2009-10-01_2010-07-22,burty,burty_profile_3,2009-10-01,2010-07-22,294,0.8049281314168378,46.0,44.72,-1.2800000000000011,-1.5902040816326544,1.2800000000000011,1.5902040816326544,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.535,14.705,14.365,0.33999999999999986,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2010-07-22_2011-07-13,burty,burty_profile_3,2010-07-22,2011-07-13,356,0.974674880219028,44.72,44.7,-0.019999999999996,-0.0205196629213442,0.019999999999996,0.0205196629213442,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,403.0,6.379052369077307,13.0,0.29411764705882354,2,14.385,14.405,14.365,0.03999999999999915,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,"Wind coverage is 0.29, below the 0.8 threshold; interval summaries should be treated as screening-only. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy."
burty_profile_3_2011-07-13_2012-09-25,burty,burty_profile_3,2011-07-13,2012-09-25,440,1.2046543463381243,44.7,44.03,-0.6700000000000017,-0.5561761363636378,0.6700000000000017,0.5561761363636378,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,490.0,6.188139059304704,11.0,0.2585034013605442,2,14.515,14.625,14.405,0.22000000000000064,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,"Wind coverage is 0.26, below the 0.8 threshold; interval summaries should be treated as screening-only. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy."
burty_profile_3_2012-09-25_2013-07-12,burty,burty_profile_3,2012-09-25,2013-07-12,290,0.7939767282683093,44.03,44.0,-0.0300000000000011,-0.0377844827586221,0.0300000000000011,0.0377844827586221,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.690000000000001,14.755,14.625,0.13000000000000078,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2013-07-12_2014-07-09,burty,burty_profile_3,2013-07-12,2014-07-09,362,0.9911019849418208,44.0,43.76,-0.240000000000002,-0.2421546961325986,0.240000000000002,0.2421546961325986,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.6375,14.755,14.52,0.2350000000000012,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2014-07-09_2015-07-14,burty,burty_profile_3,2014-07-09,2015-07-14,370,1.0130047912388775,43.76,43.69,-0.0700000000000002,-0.0691013513513516,0.0700000000000002,0.0691013513513516,2,mean_brow_position_pn_by_date_then_difference,SOURCE_QC_PRESENT,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,2,14.535,14.55,14.52,0.030000000000001137,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
burty_profile_3_2015-07-14_2017-06-20,burty,burty_profile_3,2015-07-14,2017-06-20,707,1.9356605065023955,43.69,43.54,-0.1499999999999985,-0.0774929278642142,0.1499999999999985,0.0774929278642142,2,mean_brow_position_pn_by_date_then_difference,,,Бурты,Берег острова,Запад,270.0,"СЗ, З, ЮЗ","Супеси, пески",Мягкие,,data/raw/site_metadata/Литология и орентировка берега.xlsx,Лист1,3.0,ПРОФИЛЬ № 3,Бурты,1987-06-30,2023-08-15,26,data/raw/profiles/251001 БРОВКИ Баранова.xls,True,reviewed,Listed on the project map and in the source-document scope.,0.0,,,0.0,3,14.705,14.785,14.55,0.23499999999999943,1.0,True,LOW_COVERAGE_WIND;AMBIGUOUS_WATER_VARIABLE,No wind observations fall inside this shoreline interval in the currently available local meteorological workbook. Water metrics use neutral `level_col_*` fields whose physical meaning is still unresolved. Water aggregation uses neutral level_col_* fields without semantic relabeling; interpret only as a draft technical proxy.
